Well,Fluor,Target,Content,Sample,Biological Set Name,BioRad Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
D02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D03,FAM,,Unkn,,,33.14147314,33.14147314,0,NaN,NaN,NaN,0,55,
D03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D04,FAM,,Unkn,,,35.03397974,35.03397974,0,NaN,NaN,NaN,0,55,
D04,HEX,,Unkn,,,34.78758537,34.78758537,0,NaN,NaN,NaN,0,55,
D04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
D24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E01,FAM,,Unkn,,,34.26289323,34.26289323,0,NaN,NaN,NaN,0,55,
E01,HEX,,Unkn,,,32.89938654,32.89938654,0,NaN,NaN,NaN,0,55,
E01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E13,Cy5,,Unkn,,,24.1927198,24.1927198,0,NaN,NaN,NaN,0,55,
E13,FAM,,Unkn,,,34.44313181,34.44313181,0,NaN,NaN,NaN,0,55,
E13,HEX,,Unkn,,,29.70495748,29.70495748,0,NaN,NaN,NaN,0,55,
E13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E14,Cy5,,Unkn,,,24.68461325,24.68461325,0,NaN,NaN,NaN,0,55,
E14,FAM,,Unkn,,,28.90449987,28.90449987,0,NaN,NaN,NaN,0,55,
E14,HEX,,Unkn,,,27.25038473,27.25038473,0,NaN,NaN,NaN,0,55,
E14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
E24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F01,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
F24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G01,FAM,,Unkn,,,34.30720789,34.30720789,0,NaN,NaN,NaN,0,55,
G01,HEX,,Unkn,,,33.90931394,33.90931394,0,NaN,NaN,NaN,0,55,
G01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
G08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
